,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,age,mileage (km),diesel_yn,petrol_yn,hybrid_yn,manual_yn,semi_automatic_yn,automatic_yn,A_Series_yn,T_Series_yn,S_Series_yn,R_Series_yn,Q_Series_yn,model_type
4606, A4,2015,13750,Semi-Auto,46877,Diesel,0,72.4,2.0,5,75441,1,0,0,0,1,0,1,0,0,0,0,A
4607, A5,2019,27500,Semi-Auto,3999,Diesel,145,49.6,2.0,1,6436,1,0,0,0,1,0,1,0,0,0,0,A
4608, A3,2019,26950,Automatic,3999,Petrol,145,38.2,2.0,1,6436,0,1,0,0,0,1,1,0,0,0,0,A
4609, Q5,2019,47000,Automatic,7200,Diesel,145,34.5,3.0,1,11587,1,0,0,0,0,1,0,0,0,0,1,Q
4610, A4,2015,14850,Manual,20434,Petrol,145,49.6,1.8,5,32885,0,1,0,1,0,0,1,0,0,0,0,A
4611, Q5,2018,28884,Semi-Auto,16897,Diesel,145,54.3,2.0,2,27193,1,0,0,0,1,0,0,0,0,0,1,Q
4612, A1,2019,21991,Semi-Auto,4499,Petrol,150,40.9,2.0,1,7240,0,1,0,0,1,0,1,0,0,0,0,A
4613, A4,2018,18350,Manual,24282,Diesel,145,70.6,2.0,2,39078,1,0,0,1,0,0,1,0,0,0,0,A
4614, Q3,2016,20700,Semi-Auto,10633,Petrol,145,47.9,1.4,4,17112,0,1,0,0,1,0,0,0,0,0,1,Q
4615, Q3,2017,19741,Semi-Auto,35035,Diesel,145,55.4,2.0,3,56383,1,0,0,0,1,0,0,0,0,0,1,Q
4616, Q5,2016,17585,Semi-Auto,77432,Diesel,200,47.1,2.0,4,124614,1,0,0,0,1,0,0,0,0,0,1,Q
4617, Q5,2016,23442,Semi-Auto,15744,Diesel,200,47.1,2.0,4,25337,1,0,0,0,1,0,0,0,0,0,1,Q
4618, A8,2018,36441,Semi-Auto,22688,Diesel,145,50.4,3.0,2,36513,1,0,0,0,1,0,1,0,0,0,0,A
4619, A4,2018,20171,Semi-Auto,14860,Petrol,145,50.4,1.4,2,23915,0,1,0,0,1,0,1,0,0,0,0,A
4620, Q5,2016,21772,Semi-Auto,33763,Diesel,200,47.1,2.0,4,54336,1,0,0,0,1,0,0,0,0,0,1,Q
4621, A3,2016,18381,Semi-Auto,31513,Petrol,30,56.5,1.4,4,50715,0,1,0,0,1,0,1,0,0,0,0,A
4622, A1,2017,17962,Semi-Auto,19107,Petrol,30,70.6,1.4,3,30750,0,1,0,0,1,0,1,0,0,0,0,A
4623, Q5,2020,42991,Semi-Auto,2648,Diesel,145,38.2,2.0,0,4262,1,0,0,0,1,0,0,0,0,0,1,Q
4624, A4,2017,21382,Semi-Auto,19860,Diesel,145,62.8,2.0,3,31961,1,0,0,0,1,0,1,0,0,0,0,A
4625, A4,2017,20900,Semi-Auto,16508,Petrol,145,49.6,1.4,3,26567,0,1,0,0,1,0,1,0,0,0,0,A
4626, TT,2016,37000,Semi-Auto,25529,Petrol,300,34.0,2.5,4,41085,0,1,0,0,1,0,0,1,0,0,0,T
4627, TT,2015,16000,Manual,39700,Diesel,30,65.7,2.0,5,63891,1,0,0,1,0,0,0,1,0,0,0,T
4628, A6,2016,20000,Semi-Auto,19862,Diesel,145,56.5,2.0,4,31965,1,0,0,0,1,0,1,0,0,0,0,A
4629, A4,2020,46750,Semi-Auto,2999,Diesel,145,39.2,3.0,0,4826,1,0,0,0,1,0,1,0,0,0,0,A
4630, A1,2020,22750,Semi-Auto,2999,Petrol,145,44.8,1.5,0,4826,0,1,0,0,1,0,1,0,0,0,0,A
4631, A6,2019,28360,Semi-Auto,15700,Diesel,145,47.9,2.0,1,25267,1,0,0,0,1,0,1,0,0,0,0,A
4632, A5,2019,28320,Semi-Auto,11000,Diesel,145,50.4,2.0,1,17703,1,0,0,0,1,0,1,0,0,0,0,A
4633, A3,2019,17420,Manual,8624,Petrol,145,48.7,1.0,1,13879,0,1,0,1,0,0,1,0,0,0,0,A
4634, Q2,2017,20052,Semi-Auto,19786,Petrol,145,52.3,1.4,3,31842,0,1,0,0,1,0,0,0,0,0,1,Q
4635, Q2,2017,17202,Manual,52236,Petrol,125,50.4,1.4,3,84065,0,1,0,1,0,0,0,0,0,0,1,Q
4636, A5,2016,15682,Manual,32219,Petrol,160,46.3,1.8,4,51851,0,1,0,1,0,0,1,0,0,0,0,A
4637, Q2,2019,21944,Semi-Auto,3588,Diesel,145,47.9,1.6,1,5774,1,0,0,0,1,0,0,0,0,0,1,Q
4638, Q3,2019,28470,Manual,3500,Petrol,145,39.8,1.5,1,5633,0,1,0,1,0,0,0,0,0,0,1,Q
4639, A4,2020,34990,Semi-Auto,3200,Petrol,145,42.2,2.0,0,5150,0,1,0,0,1,0,1,0,0,0,0,A
4640, Q3,2020,31990,Manual,2100,Petrol,145,39.8,1.5,0,3380,0,1,0,1,0,0,0,0,0,0,1,Q
4641, A1,2015,11461,Semi-Auto,48643,Petrol,20,60.1,1.4,5,78283,0,1,0,0,1,0,1,0,0,0,0,A
4642, A6,2020,35780,Semi-Auto,3503,Diesel,145,47.9,2.0,0,5638,1,0,0,0,1,0,1,0,0,0,0,A
4643, Q3,2020,32990,Manual,2985,Diesel,145,42.8,2.0,0,4804,1,0,0,1,0,0,0,0,0,0,1,Q
4644, A4,2019,43880,Automatic,3608,Diesel,145,39.2,3.0,1,5806,1,0,0,0,0,1,1,0,0,0,0,A
4645, A1,2016,11761,Manual,31104,Petrol,30,55.4,1.4,4,50057,0,1,0,1,0,0,1,0,0,0,0,A
4646, A1,2017,12891,Manual,28512,Petrol,30,55.4,1.4,3,45886,0,1,0,1,0,0,1,0,0,0,0,A
4647, A4,2019,24480,Semi-Auto,16211,Petrol,145,38.7,2.0,1,26089,0,1,0,0,1,0,1,0,0,0,0,A
4648, A3,2019,22510,Automatic,5505,Diesel,145,52.3,1.6,1,8859,1,0,0,0,0,1,1,0,0,0,0,A
4649, A5,2019,26100,Automatic,11067,Petrol,145,39.8,2.0,1,17811,0,1,0,0,0,1,1,0,0,0,0,A
4650, Q8,2019,48022,Automatic,10200,Diesel,145,33.6,3.0,1,16415,1,0,0,0,0,1,0,0,0,0,1,Q
4651, Q5,2016,21990,Semi-Auto,40787,Diesel,200,45.6,3.0,4,65640,1,0,0,0,1,0,0,0,0,0,1,Q
4652, Q5,2019,67990,Semi-Auto,6000,Diesel,145,32.5,3.0,1,9656,1,0,0,0,1,0,0,0,0,0,1,Q
4653, A5,2019,33990,Automatic,5000,Diesel,145,50.4,2.0,1,8047,1,0,0,0,0,1,1,0,0,0,0,A
4654, A1,2019,19979,Manual,6000,Petrol,145,47.9,1.0,1,9656,0,1,0,1,0,0,1,0,0,0,0,A
4655, A1,2020,24990,Semi-Auto,5000,Petrol,145,44.8,1.5,0,8047,0,1,0,0,1,0,1,0,0,0,0,A
4656, Q5,2020,53990,Semi-Auto,6000,Diesel,145,34.5,3.0,0,9656,1,0,0,0,1,0,0,0,0,0,1,Q
4657, Q2,2020,24653,Manual,6000,Petrol,145,43.5,1.5,0,9656,0,1,0,1,0,0,0,0,0,0,1,Q
4658, A5,2020,31780,Semi-Auto,5137,Diesel,145,46.3,2.0,0,8267,1,0,0,0,1,0,1,0,0,0,0,A
4659, Q3,2016,16596,Manual,28448,Petrol,125,50.4,1.4,4,45783,0,1,0,1,0,0,0,0,0,0,1,Q
4660, A4,2017,21781,Semi-Auto,25145,Petrol,145,52.3,2.0,3,40467,0,1,0,0,1,0,1,0,0,0,0,A
4661, A1,2016,13671,Manual,39356,Petrol,30,55.4,1.4,4,63337,0,1,0,1,0,0,1,0,0,0,0,A
4662, Q7,2016,32989,Semi-Auto,48322,Diesel,200,47.9,3.0,4,77767,1,0,0,0,1,0,0,0,0,0,1,Q
4663, Q5,2019,36050,Automatic,2994,Diesel,145,38.2,2.0,1,4818,1,0,0,0,0,1,0,0,0,0,1,Q
4664, A5,2019,29630,Semi-Auto,3633,Petrol,145,37.7,2.0,1,5847,0,1,0,0,1,0,1,0,0,0,0,A
4665, Q5,2019,33185,Semi-Auto,7152,Diesel,145,38.2,2.0,1,11510,1,0,0,0,1,0,0,0,0,0,1,Q
4666, Q5,2019,52990,Automatic,5000,Diesel,145,34.5,3.0,1,8047,1,0,0,0,0,1,0,0,0,0,1,Q
4667, A4,2019,45990,Automatic,5000,Diesel,145,39.2,3.0,1,8047,1,0,0,0,0,1,1,0,0,0,0,A
4668, A5,2019,31990,Automatic,5000,Diesel,145,51.4,2.0,1,8047,1,0,0,0,0,1,1,0,0,0,0,A
4669, Q7,2020,59990,Semi-Auto,799,Diesel,145,33.2,3.0,0,1286,1,0,0,0,1,0,0,0,0,0,1,Q
4670, Q5,2020,34990,Semi-Auto,6000,Diesel,145,38.2,2.0,0,9656,1,0,0,0,1,0,0,0,0,0,1,Q
4671, Q7,2020,86990,Semi-Auto,6000,Diesel,145,29.4,4.0,0,9656,1,0,0,0,1,0,0,0,0,0,1,Q
4672, Q5,2019,44033,Semi-Auto,3525,Petrol,145,32.1,2.0,1,5673,0,1,0,0,1,0,0,0,0,0,1,Q
4673, Q2,2019,36990,Automatic,6000,Petrol,145,41.5,1.5,1,9656,0,1,0,0,0,1,0,0,0,0,1,Q
4674, A3,2019,26664,Automatic,4800,Diesel,145,52.3,1.6,1,7725,1,0,0,0,0,1,1,0,0,0,0,A
4675, TT,2019,27990,Semi-Auto,1266,Petrol,145,40.9,2.0,1,2037,0,1,0,0,1,0,0,1,0,0,0,T
4676, Q5,2019,33490,Automatic,6000,Diesel,145,38.2,2.0,1,9656,1,0,0,0,0,1,0,0,0,0,1,Q
4677, Q5,2019,33990,Automatic,6000,Diesel,145,38.2,2.0,1,9656,1,0,0,0,0,1,0,0,0,0,1,Q
4678, A6,2017,22261,Semi-Auto,51214,Diesel,150,51.4,3.0,3,82421,1,0,0,0,1,0,1,0,0,0,0,A
4679, Q3,2018,23411,Semi-Auto,17211,Petrol,145,47.9,1.4,2,27698,0,1,0,0,1,0,0,0,0,0,1,Q
4680, A3,2018,18291,Semi-Auto,40125,Petrol,145,56.5,1.5,2,64575,0,1,0,0,1,0,1,0,0,0,0,A
4681, A3,2016,11980,Manual,42500,Diesel,20,70.6,2.0,4,68397,1,0,0,1,0,0,1,0,0,0,0,A
4682, Q8,2019,50576,Automatic,4968,Diesel,145,33.6,3.0,1,7995,1,0,0,0,0,1,0,0,0,0,1,Q
4683, A5,2019,28376,Automatic,5347,Diesel,145,45.6,2.0,1,8605,1,0,0,0,0,1,1,0,0,0,0,A
4684, Q2,2019,19430,Manual,11422,Diesel,145,49.6,1.6,1,18382,1,0,0,1,0,0,0,0,0,0,1,Q
4685, Q2,2019,24080,Semi-Auto,12647,Petrol,145,40.9,1.5,1,20353,0,1,0,0,1,0,0,0,0,0,1,Q
4686, Q2,2019,20760,Semi-Auto,10025,Diesel,145,47.9,1.6,1,16134,1,0,0,0,1,0,0,0,0,0,1,Q
4687, Q2,2019,26846,Semi-Auto,901,Petrol,145,42.2,1.5,1,1450,0,1,0,0,1,0,0,0,0,0,1,Q
4688, A3,2019,22910,Automatic,6650,Petrol,145,44.1,1.5,1,10702,0,1,0,0,0,1,1,0,0,0,0,A
4689, Q5,2019,37844,Semi-Auto,3361,Petrol,145,32.1,2.0,1,5409,0,1,0,0,1,0,0,0,0,0,1,Q
4690, Q2,2019,31270,Semi-Auto,5446,Petrol,145,33.2,2.0,1,8764,0,1,0,0,1,0,0,0,0,0,1,Q
4691, A4,2015,14722,Automatic,68003,Diesel,200,47.9,3.0,5,109440,1,0,0,0,0,1,1,0,0,0,0,A
4692, A3,2019,22061,Manual,4493,Diesel,145,51.4,1.6,1,7231,1,0,0,1,0,0,1,0,0,0,0,A
4693, Q2,2019,29665,Manual,5151,Petrol,145,39.2,1.5,1,8290,0,1,0,1,0,0,0,0,0,0,1,Q
4694, A6,2019,28990,Automatic,9500,Diesel,145,47.9,2.0,1,15289,1,0,0,0,0,1,1,0,0,0,0,A
4695, Q5,2018,27841,Semi-Auto,38500,Diesel,145,55.4,2.0,2,61960,1,0,0,0,1,0,0,0,0,0,1,Q
4696, A5,2014,14821,Manual,23838,Diesel,30,60.1,2.0,6,38363,1,0,0,1,0,0,1,0,0,0,0,A
4697, A1,2013,9991,Semi-Auto,52278,Petrol,125,53.3,1.4,7,84133,0,1,0,0,1,0,1,0,0,0,0,A
4698, A3,2020,27991,Semi-Auto,2500,Petrol,145,43.5,1.5,0,4023,0,1,0,0,1,0,1,0,0,0,0,A
4699, Q5,2019,28070,Semi-Auto,13246,Diesel,145,39.2,2.0,1,21317,1,0,0,0,1,0,0,0,0,0,1,Q
4700, Q2,2019,21512,Manual,12,Diesel,145,49.6,1.6,1,19,1,0,0,1,0,0,0,0,0,0,1,Q
4701, A4,2019,24416,Manual,5986,Petrol,145,38.2,2.0,1,9634,0,1,0,1,0,0,1,0,0,0,0,A
4702, A5,2017,29082,Automatic,16495,Petrol,145,36.7,3.0,3,26546,0,1,0,0,0,1,1,0,0,0,0,A
4703, A4,2019,25826,Semi-Auto,8981,Diesel,145,44.8,2.0,1,14453,1,0,0,0,1,0,1,0,0,0,0,A
4704, A6,2016,23562,Semi-Auto,50810,Diesel,160,50.4,3.0,4,81771,1,0,0,0,1,0,1,0,0,0,0,A
4705, Q3,2017,17241,Manual,46063,Diesel,145,53.3,2.0,3,74131,1,0,0,1,0,0,0,0,0,0,1,Q
4706, A5,2017,19973,Manual,27678,Petrol,145,49.6,2.0,3,44543,0,1,0,1,0,0,1,0,0,0,0,A
4707, Q5,2017,36641,Semi-Auto,49158,Petrol,145,34.0,3.0,3,79112,0,1,0,0,1,0,0,0,0,0,1,Q
4708, A5,2017,26990,Semi-Auto,36209,Petrol,240,38.2,3.0,3,58273,0,1,0,0,1,0,1,0,0,0,0,A
4709, Q3,2017,19990,Semi-Auto,33201,Petrol,150,47.9,1.4,3,53432,0,1,0,0,1,0,0,0,0,0,1,Q
4710, Q7,2020,84990,Semi-Auto,6000,Diesel,150,29.4,4.0,0,9656,1,0,0,0,1,0,0,0,0,0,1,Q
4711, Q5,2016,33990,Semi-Auto,12562,Diesel,240,42.2,3.0,4,20217,1,0,0,0,1,0,0,0,0,0,1,Q
4712, A3,2017,14490,Manual,29657,Diesel,20,67.3,2.0,3,47728,1,0,0,1,0,0,1,0,0,0,0,A
4713, A1,2017,13990,Manual,15038,Petrol,145,55.4,1.4,3,24201,0,1,0,1,0,0,1,0,0,0,0,A
4714, A1,2018,17990,Manual,15000,Petrol,150,54.3,1.4,2,24140,0,1,0,1,0,0,1,0,0,0,0,A
4715, Q7,2013,24490,Semi-Auto,51753,Diesel,305,38.2,3.0,7,83288,1,0,0,0,1,0,0,0,0,0,1,Q
4716, A3,2018,20490,Manual,15000,Petrol,150,55.4,1.5,2,24140,0,1,0,1,0,0,1,0,0,0,0,A
4717, A4,2017,19732,Semi-Auto,14578,Petrol,145,50.4,1.4,3,23461,0,1,0,0,1,0,1,0,0,0,0,A
4718, A4,2016,14797,Semi-Auto,77896,Diesel,20,67.3,2.0,4,125361,1,0,0,0,1,0,1,0,0,0,0,A
4719, Q2,2019,27840,Semi-Auto,10652,Diesel,145,46.3,2.0,1,17143,1,0,0,0,1,0,0,0,0,0,1,Q
4720, A5,2020,33990,Semi-Auto,6000,Petrol,145,39.2,2.0,0,9656,0,1,0,0,1,0,1,0,0,0,0,A
4721, A1,2019,21990,Manual,6000,Petrol,145,47.9,1.0,1,9656,0,1,0,1,0,0,1,0,0,0,0,A
4722, Q7,2020,59990,Semi-Auto,6000,Diesel,145,33.2,3.0,0,9656,1,0,0,0,1,0,0,0,0,0,1,Q
4723, Q2,2018,22990,Manual,8057,Petrol,150,49.6,1.4,2,12966,0,1,0,1,0,0,0,0,0,0,1,Q
4724, A3,2014,14102,Semi-Auto,56732,Diesel,125,57.6,2.0,6,91301,1,0,0,0,1,0,1,0,0,0,0,A
4725, TT,2017,16995,Manual,35000,Diesel,145,62.8,2.0,3,56327,1,0,0,1,0,0,0,1,0,0,0,T
4726, A3,2013,8991,Manual,73295,Diesel,20,67.3,2.0,7,117957,1,0,0,1,0,0,1,0,0,0,0,A
4727, A1,2016,15681,Semi-Auto,33291,Petrol,30,70.6,1.4,4,53577,0,1,0,0,1,0,1,0,0,0,0,A
4728, Q2,2017,20421,Semi-Auto,9534,Petrol,145,54.3,1.4,3,15343,0,1,0,0,1,0,0,0,0,0,1,Q
4729, A5,2016,21111,Semi-Auto,31901,Petrol,30,53.3,2.0,4,51340,0,1,0,0,1,0,1,0,0,0,0,A
4730, A3,2019,21946,Semi-Auto,14580,Petrol,145,42.2,1.5,1,23464,0,1,0,0,1,0,1,0,0,0,0,A
4731, Q2,2017,18182,Manual,22326,Petrol,145,52.3,1.4,3,35930,0,1,0,1,0,0,0,0,0,0,1,Q
4732, Q2,2019,21540,Semi-Auto,7212,Diesel,145,47.9,1.6,1,11607,1,0,0,0,1,0,0,0,0,0,1,Q
4733, Q5,2016,19833,Manual,34991,Diesel,160,49.6,2.0,4,56312,1,0,0,1,0,0,0,0,0,0,1,Q
4734, Q7,2019,58216,Automatic,3052,Diesel,145,33.2,3.0,1,4912,1,0,0,0,0,1,0,0,0,0,1,Q
4735, A5,2017,20962,Semi-Auto,32065,Diesel,145,65.7,2.0,3,51603,1,0,0,0,1,0,1,0,0,0,0,A
4736, Q7,2019,48266,Automatic,7511,Diesel,145,32.8,3.0,1,12088,1,0,0,0,0,1,0,0,0,0,1,Q
4737, Q2,2019,24490,Manual,6500,Petrol,145,39.2,1.5,1,10461,0,1,0,1,0,0,0,0,0,0,1,Q
4738, A8,2018,36990,Automatic,5289,Diesel,145,50.4,3.0,2,8512,1,0,0,0,0,1,1,0,0,0,0,A
4739, A1,2017,13750,Semi-Auto,26241,Petrol,30,57.6,1.4,3,42231,0,1,0,0,1,0,1,0,0,0,0,A
4740, RS4,2020,71990,Semi-Auto,6000,Petrol,145,29.1,2.9,0,9656,0,1,0,0,1,0,0,0,1,1,0,R
4741, Q3,2019,32490,Semi-Auto,2743,Petrol,145,32.1,2.0,1,4414,0,1,0,0,1,0,0,0,0,0,1,Q
4742, R8,2019,117990,Automatic,11936,Petrol,145,21.4,5.2,1,19209,0,1,0,0,0,1,0,0,0,1,0,R
4743, Q2,2017,23490,Semi-Auto,4649,Petrol,145,52.3,1.4,3,7482,0,1,0,0,1,0,0,0,0,0,1,Q
4744, Q8,2018,51250,Semi-Auto,1964,Diesel,145,33.6,3.0,2,3161,1,0,0,0,1,0,0,0,0,0,1,Q
4745, Q5,2019,39990,Automatic,6000,Petrol,145,32.1,2.0,1,9656,0,1,0,0,0,1,0,0,0,0,1,Q
4746, A6,2015,21490,Automatic,37200,Diesel,235,44.8,3.0,5,59867,1,0,0,0,0,1,1,0,0,0,0,A
4747, Q5,2020,36990,Semi-Auto,6000,Diesel,145,38.2,2.0,0,9656,1,0,0,0,1,0,0,0,0,0,1,Q
4748, A8,2018,38990,Automatic,2490,Petrol,145,37.7,3.0,2,4007,0,1,0,0,0,1,1,0,0,0,0,A
4749, Q2,2019,22990,Manual,3696,Petrol,145,40.9,1.5,1,5948,0,1,0,1,0,0,0,0,0,0,1,Q
4750, A3,2019,18490,Manual,7200,Diesel,145,51.4,1.6,1,11587,1,0,0,1,0,0,1,0,0,0,0,A
4751, A4,2017,17490,Manual,12823,Petrol,145,52.3,1.4,3,20637,0,1,0,1,0,0,1,0,0,0,0,A
4752, A3,2018,19790,Manual,20900,Petrol,145,54.3,1.5,2,33635,0,1,0,1,0,0,1,0,0,0,0,A
4753, A3,2016,19990,Semi-Auto,50000,Petrol,200,40.9,2.0,4,80467,0,1,0,0,1,0,1,0,0,0,0,A
4754, Q7,2018,56990,Automatic,19940,Diesel,145,39.2,4.0,2,32090,1,0,0,0,0,1,0,0,0,0,1,Q
4755, Q2,2016,19990,Semi-Auto,25000,Petrol,125,52.3,1.4,4,40234,0,1,0,0,1,0,0,0,0,0,1,Q
4756, Q5,2019,51990,Semi-Auto,2901,Diesel,145,34.5,3.0,1,4669,1,0,0,0,1,0,0,0,0,0,1,Q
4757, Q5,2013,18990,Automatic,52822,Petrol,260,35.8,2.0,7,85009,0,1,0,0,0,1,0,0,0,0,1,Q
4758, RS4,2014,24990,Semi-Auto,70823,Petrol,555,26.4,4.2,6,113978,0,1,0,0,1,0,0,0,1,1,0,R
4759, A1,2019,18690,Manual,8350,Petrol,145,46.3,1.5,1,13438,0,1,0,1,0,0,1,0,0,0,0,A
4760, A6,2015,21990,Automatic,37200,Diesel,235,44.8,3.0,5,59867,1,0,0,0,0,1,1,0,0,0,0,A
4761, A1,2020,23845,Semi-Auto,5000,Petrol,145,44.8,1.0,0,8047,0,1,0,0,1,0,1,0,0,0,0,A
4762, Q3,2020,38990,Semi-Auto,5000,Petrol,145,39.8,1.5,0,8047,0,1,0,0,1,0,0,0,0,0,1,Q
4763, Q5,2019,34490,Automatic,6000,Diesel,145,38.2,2.0,1,9656,1,0,0,0,0,1,0,0,0,0,1,Q
4764, Q3,2019,24990,Manual,5000,Petrol,145,40.9,1.5,1,8047,0,1,0,1,0,0,0,0,0,0,1,Q
4765, A5,2019,31990,Automatic,5000,Diesel,145,47.1,2.0,1,8047,1,0,0,0,0,1,1,0,0,0,0,A
4766, Q3,2019,28990,Automatic,6000,Diesel,145,47.1,2.0,1,9656,1,0,0,0,0,1,0,0,0,0,1,Q
4767, TT,2019,29975,Automatic,6000,Petrol,145,38.7,2.0,1,9656,0,1,0,0,0,1,0,1,0,0,0,T
4768, A4,2016,15490,Manual,75015,Diesel,30,62.8,2.0,4,120725,1,0,0,1,0,0,1,0,0,0,0,A
4769, Q3,2016,19990,Semi-Auto,39775,Diesel,160,50.4,2.0,4,64011,1,0,0,0,1,0,0,0,0,0,1,Q
4770, Q7,2018,54990,Semi-Auto,20000,Diesel,145,39.2,4.0,2,32187,1,0,0,0,1,0,0,0,0,0,1,Q
4771, A3,2018,29990,Semi-Auto,21500,Petrol,145,43.5,2.0,2,34601,0,1,0,0,1,0,1,0,0,0,0,A
4772, A4,2018,25490,Semi-Auto,19299,Diesel,145,56.5,2.0,2,31059,1,0,0,0,1,0,1,0,0,0,0,A
4773, A1,2016,13990,Manual,33500,Petrol,30,55.4,1.4,4,53913,0,1,0,1,0,0,1,0,0,0,0,A
4774, A3,2018,19490,Manual,23800,Petrol,145,49.6,2.0,2,38302,0,1,0,1,0,0,1,0,0,0,0,A
4775, Q5,2019,33490,Automatic,5000,Diesel,145,38.2,2.0,1,8047,1,0,0,0,0,1,0,0,0,0,1,Q
4776, Q2,2019,26990,Automatic,5000,Diesel,145,46.3,2.0,1,8047,1,0,0,0,0,1,0,0,0,0,1,Q
4777, Q5,2019,33490,Automatic,5000,Diesel,145,38.2,2.0,1,8047,1,0,0,0,0,1,0,0,0,0,1,Q
4778, A7,2019,42990,Semi-Auto,259,Diesel,145,38.2,3.0,1,417,1,0,0,0,1,0,1,0,0,0,0,A
4779, Q3,2018,23990,Semi-Auto,19100,Petrol,145,48.7,1.4,2,30738,0,1,0,0,1,0,0,0,0,0,1,Q
4780, A3,2019,24990,Manual,6000,Petrol,145,43.5,1.5,1,9656,0,1,0,1,0,0,1,0,0,0,0,A
4781, A3,2018,21990,Manual,18503,Petrol,145,54.3,1.5,2,29778,0,1,0,1,0,0,1,0,0,0,0,A
4782, A1,2020,23490,Semi-Auto,5000,Petrol,145,44.8,1.5,0,8047,0,1,0,0,1,0,1,0,0,0,0,A
4783, R8,2020,145000,Semi-Auto,2000,Petrol,145,21.1,5.2,0,3219,0,1,0,0,1,0,0,0,0,1,0,R
4784, A3,2019,22990,Manual,6000,Diesel,145,52.3,1.6,1,9656,1,0,0,1,0,0,1,0,0,0,0,A
4785, A3,2017,18490,Manual,20871,Petrol,150,60.1,1.4,3,33589,0,1,0,1,0,0,1,0,0,0,0,A
4786, Q5,2020,37990,Semi-Auto,6000,Diesel,150,38.2,2.0,0,9656,1,0,0,0,1,0,0,0,0,0,1,Q
4787, A3,2017,19490,Semi-Auto,18001,Petrol,150,56.5,1.5,3,28970,0,1,0,0,1,0,1,0,0,0,0,A
4788, A4,2017,19990,Semi-Auto,18132,Petrol,145,50.4,1.4,3,29181,0,1,0,0,1,0,1,0,0,0,0,A
4789, Q7,2017,49850,Automatic,29627,Diesel,145,39.2,4.0,3,47680,1,0,0,0,0,1,0,0,0,0,1,Q
4790, Q5,2020,52990,Semi-Auto,6000,Diesel,145,34.5,3.0,0,9656,1,0,0,0,1,0,0,0,0,0,1,Q
4791, A5,2014,12490,Semi-Auto,49353,Petrol,145,48.7,1.8,6,79426,0,1,0,0,1,0,1,0,0,0,0,A
4792, Q5,2019,29975,Automatic,6000,Diesel,145,39.2,2.0,1,9656,1,0,0,0,0,1,0,0,0,0,1,Q
4793, Q3,2019,32990,Automatic,2743,Petrol,145,32.1,2.0,1,4414,0,1,0,0,0,1,0,0,0,0,1,Q
4794, A4,2016,17950,Manual,21887,Diesel,30,64.2,2.0,4,35224,1,0,0,1,0,0,1,0,0,0,0,A
4795, Q2,2017,20750,Manual,18354,Petrol,145,50.4,1.4,3,29538,0,1,0,1,0,0,0,0,0,0,1,Q
4796, A3,2017,29490,Semi-Auto,28000,Petrol,145,43.5,2.0,3,45062,0,1,0,0,1,0,1,0,0,0,0,A
4797, RS6,2017,54990,Automatic,39300,Petrol,145,29.4,4.0,3,63247,0,1,0,0,0,1,0,0,1,1,0,R
4798, Q3,2019,28990,Automatic,6000,Diesel,145,48.7,2.0,1,9656,1,0,0,0,0,1,0,0,0,0,1,Q
4799, Q3,2019,26990,Manual,5000,Diesel,145,42.8,2.0,1,8047,1,0,0,1,0,0,0,0,0,0,1,Q
4800, TT,2019,36990,Automatic,9081,Petrol,145,35.3,2.0,1,14614,0,1,0,0,0,1,0,1,0,0,0,T
4801, Q8,2019,64990,Automatic,6000,Diesel,145,32.8,3.0,1,9656,1,0,0,0,0,1,0,0,0,0,1,Q
4802, A1,2019,21490,Semi-Auto,6000,Petrol,145,40.9,2.0,1,9656,0,1,0,0,1,0,1,0,0,0,0,A
4803, Q3,2019,24990,Manual,5000,Petrol,145,40.9,1.5,1,8047,0,1,0,1,0,0,0,0,0,0,1,Q
4804, A6,2019,27990,Automatic,7400,Diesel,145,50.4,2.0,1,11909,1,0,0,0,0,1,1,0,0,0,0,A
4805, A3,2019,18490,Manual,100,Diesel,145,51.4,1.6,1,161,1,0,0,1,0,0,1,0,0,0,0,A
4806, A1,2017,17990,Manual,30518,Petrol,235,39.8,2.0,3,49114,0,1,0,1,0,0,1,0,0,0,0,A
4807, A4,2020,47990,Semi-Auto,5000,Diesel,145,39.2,3.0,0,8047,1,0,0,0,1,0,1,0,0,0,0,A
4808, TT,2019,48990,Semi-Auto,2000,Petrol,145,31.0,2.5,1,3219,0,1,0,0,1,0,0,1,0,0,0,T
4809, A1,2017,14990,Automatic,30658,Petrol,30,56.5,1.4,3,49339,0,1,0,0,0,1,1,0,0,0,0,A
4810, Q3,2020,35990,Semi-Auto,5000,Petrol,145,31.4,2.0,0,8047,0,1,0,0,1,0,0,0,0,0,1,Q
4811, A4,2019,26490,Manual,5000,Petrol,145,38.2,2.0,1,8047,0,1,0,1,0,0,1,0,0,0,0,A
4812, A5,2019,32990,Automatic,5000,Diesel,145,50.4,2.0,1,8047,1,0,0,0,0,1,1,0,0,0,0,A
4813, Q2,2019,24990,Semi-Auto,6042,Petrol,145,42.2,1.5,1,9724,0,1,0,0,1,0,0,0,0,0,1,Q
4814, A3,2019,22490,Manual,5000,Petrol,145,42.8,1.5,1,8047,0,1,0,1,0,0,1,0,0,0,0,A
